States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date
Uttar Pradesh,35.57,25.07,30.99,71.41,119.81,109.31,105.86,92.27,41.51,61.3,190.17,147.11,132.58,139.68,163.22,114.88,45.54,244.68,26.27,16.49,20.03,20.27,2023-06-05
Uttarakhand,33.67,24.33,31.67,73,118,102.33,110.67,99.67,41.67,63.67,169,146.33,150.33,144.67,160.33,90,48,264.67,28,16.33,21.33,20.33,2023-06-05
West Bengal,42.61,29.2,37.13,75.57,122.87,110.95,118.57,106.09,44.83,55.17,202.91,139.96,115.96,127.35,148.74,104.67,50.78,285,21.22,18,21.96,30.17,2023-06-05
Andaman and Nicobar,44,40,67,80,129,130,118,94,52,73,,194,220,,154,123,69,325,20,40,40,63,2023-06-06
Andhra Pradesh,54.25,40.5,42.5,72.5,130.25,119.75,114.5,102.25,42.75,57.75,177.5,187.75,118.25,150,129.75,102.75,58,352.5,21.5,28.75,22.75,31.75,2023-06-06
Arunachal pradesh,23,,35,80,120,120,110,100,50,68,,190,220,160,225,,70,300,30,27,37,60,2023-06-06
Assam,39.26,32.78,36.53,73.37,120.63,99.56,109.42,91,44.37,68.95,207,150.37,138.73,143.94,162.93,111.73,57.05,250.11,13.84,19.47,25,29.06,2023-06-06
Bihar,35.41,25,31.33,67.48,120.63,107.89,104.63,76.67,42.85,54.56,196.5,137.41,125.44,134.59,175.33,114.57,45.33,280.3,23.07,16.44,19.11,22.19,2023-06-06
Chandigarh,39,28,34,73,113,108,105,92,42,57,190,173,135,145,178,120,50,270,25,17,25,28,2023-06-06
Chhattisgarh,35.67,33.83,36,69,117.67,97.67,105,84.5,40.83,61.83,193.33,150.17,121.17,131,157.33,118.83,45.83,292.17,23.5,22,24,21.33,2023-06-06
Delhi,39,28,31,72,138,123,113,90,41,53,218,130,130,125,156,106,53,243,26,22,24,20,2023-06-06
Gujarat,39,32,35.75,79,118,107.25,107.75,101.25,40.75,57.25,185.25,160.5,151.75,154.75,162.75,132.25,47.25,343.25,12.5,24.25,22.25,28.75,2023-06-06
Haryana,34.33,25.33,31.67,63,103.33,96,94.33,84.67,41.33,56.67,193.33,141,134.33,128,166,104.67,43.67,224,24.33,13.33,17.67,18.67,2023-06-06
Himachal Pradesh,35.08,21,31.17,71,122.08,110.08,107.92,88.75,44.08,52.67,210.5,162.17,142.33,133.7,156.2,120.5,45.08,262.42,27.5,22.75,25.17,29.25,2023-06-06
Jammu and Kashmir,37,30.5,45,93.5,115,115,119,100,55,46.5,253,175,165.5,158.5,188.5,150,48.5,323.5,26,24.5,29,30.5,2023-06-06
Jharkhand,36.25,29.36,33.58,72.83,119.08,104.33,105.08,83.5,43,57,191,151.55,129.55,149.18,156.2,119,45.36,308.2,25.55,15.45,19.09,24.09,2023-06-06
Karnataka,51,40.92,44.77,79.46,129.69,121.69,115.15,99.12,40.38,46.27,181.69,176.88,120.46,143.04,131.96,101.42,49.31,299.65,19.27,26.96,20.62,20.77,2023-06-06
Madhya Pradesh,34.87,26.19,31.97,70.56,124.52,100.19,103.58,86.16,41.06,56.78,189.38,141.97,122.35,115.1,148.55,116.28,43.91,253.42,18.34,17.63,14.94,18.06,2023-06-06
Maharashtra,44.58,36.63,42.11,71.63,130.79,113.42,114.21,95.84,41.05,56.37,185.37,171.83,129.74,116,137.11,106.25,50.63,291,23.58,24,17.37,19.53,2023-06-06
Meghalaya,33.25,36.5,36,79,106.67,112.67,109,93,45.25,72,,128.5,131.5,132.25,174.5,135,70,327.5,25,22,32,36.5,2023-06-06
Mizoram,50,40,47.5,98,,,120,107.5,50,77.5,,190,220,141.5,,,125,138.5,27.5,45,56.5,75,2023-06-06
Odisha,32.86,37.7,39.15,68.86,129.86,106.29,100.93,77.93,42.77,53,153.5,142.64,123.54,127,121.93,100.07,49.92,288,25.93,18.07,18.79,25.43,2023-06-06
Puducherry,41,40,34,80,150,123,122,90,38,45,206,169,150,,119,104,46,387,23,25,23,9,2023-06-06
Punjab,36,24.8,28.8,78.2,122.8,112.6,110.6,94.4,41.6,56.6,187,135.6,134.6,132.4,158.4,110.33,47.8,267.2,27.2,15.4,22.4,24,2023-06-06
Rajasthan,36.57,28.29,32.71,70.29,110.71,107.86,105.29,94.29,41.71,52.43,183.57,155.57,132,146.86,171,,44.43,285.86,21.71,20.57,20.86,23.29,2023-06-06
Sikkim,59,34,40.5,80,127.5,132.5,114.5,99.5,47.5,61,,185,140.5,167,200,,58,381.5,19,31.5,37.5,37.5,2023-06-06
Tamil Nadu,50.93,41.92,50.36,75.14,140.93,125.43,113.79,94.29,40.62,41.85,212.15,193.33,125.15,,119.54,97,52.69,274.8,24.08,29.54,23,32,2023-06-06
Telangana,44.33,36,47.67,71,121.33,115.67,109,92.33,38.33,56.33,166.67,160.33,108,120,137.33,109.33,54.33,289.67,17.33,19,17,21.67,2023-06-06
Tripura,35,,34,70,125,118,110,110,45,70,,132,143,122,180,103,60,193,10,21,26,38,2023-06-06
Uttar Pradesh,35.98,25,30.86,71.61,121.39,109.79,106.04,91.75,41.47,61.61,191.49,146.14,132.4,139.11,163.23,115.58,45.58,244.09,26.19,16.67,19.93,19.67,2023-06-06
Uttarakhand,32,24,29,72,127,105,109,102,40,61,170,142,142,143,146,90,51,213,28,17,17,17,2023-06-06
West Bengal,42.75,28.83,37.58,73.33,121.33,112.09,119.17,109,46.08,56.83,207.11,142.25,117.42,131.92,153.67,105.58,52.5,281.92,21.75,17.17,21.33,29.58,2023-06-06
Andaman and Nicobar,40.67,40,66.33,84.33,136.67,139.33,127,105.67,53,70.67,224.5,205.67,200.67,,179,131,75,308.33,20.33,43.33,43.33,66,2023-06-07
Andhra Pradesh,51.6,40.4,42.2,70,127.6,119.2,113,100.4,41.2,58.2,177.4,201.8,118.6,175,126.4,104.8,57.2,322,20,31,22.2,29,2023-06-07
Arunachal pradesh,33.5,42,39,84.5,124.25,119.25,116.75,101.75,51,71,,160,153.33,153.33,212.5,,70,314,21,23.33,34.67,46.67,2023-06-07
Assam,38.57,32,36.36,74.5,120.32,102.71,109.04,92.18,44.32,68.96,198.17,151.07,141.39,146.15,161.42,117,56.32,252.89,13.18,19.18,25.11,30.48,2023-06-07
Bihar,36.09,25.37,32.34,68.46,120.74,107.91,104.51,78.24,42.59,54.71,190.47,139.44,126.79,135.56,176.89,115.39,45.68,271.44,21.62,16.76,19.48,22.64,2023-06-07
Chandigarh,39,28,34,73,113,108,105,92,42,57,190,173,135,145,178,120,50,270,25,17,25,28,2023-06-07
Chhattisgarh,33.14,31.86,34.57,71.71,118.86,100,104.14,86.86,40.57,59.43,192,151,118.43,129.43,151.86,119.29,45,291,21.71,18.86,20.71,20.29,2023-06-07
Delhi,39,28,31,72,138,123,113,92,41,53,222,134,130,128,152,106,53,243,26,22,24,20,2023-06-07
DNH and DD,39,32.33,35,77.33,120.33,120,109.67,103,40.67,56,201.67,164.33,155,155.5,183.33,123,52.33,251,22.67,23,22.5,10,2023-06-07
Goa,42.5,43,41,75.5,146.5,116.5,122,96.5,41,57.5,214,164,146.5,156,130,104,55,315.5,23.5,32,22.5,30,2023-06-07
Gujarat,37.71,32.86,36,77.86,114.71,106.14,101.71,98.57,40.57,56.71,189,161.43,145.71,162.14,164.29,124.86,49.43,317.57,14,22.86,21.14,25.57,2023-06-07
Haryana,39.75,25.75,32.25,64.5,109.25,98.5,98,91,42,59.25,189.5,141,136.25,132.25,167.5,112,44,238,25.5,14,19,20,2023-06-07
Himachal Pradesh,35.08,21,31.17,71,123.58,110.08,108.08,88.75,44.18,53.36,210.5,162.25,142.33,133.7,156.2,120.5,44.91,262,27.55,23,25.75,28.58,2023-06-07
Jammu and Kashmir,38.33,30.33,42.33,82.33,124.33,121.33,115,99,47.67,53,253,167.33,146.33,148.67,174.33,134,48.33,314.33,25.33,24.67,25,25.67,2023-06-07
Jharkhand,35.63,30.11,34.11,71.68,120.21,103.68,105,81.79,43,56.67,185.69,147.17,125.94,142.28,158.47,114.18,45.29,285.19,24.24,16.22,18.39,23.67,2023-06-07
Karnataka,51.16,40.94,44.53,80.31,130.34,121.16,115.41,99.97,40.25,45.97,181.72,177.44,125.41,144.29,132.78,102.69,49.31,303.28,18.94,27.38,21.31,21.91,2023-06-07
Kerala,49.08,43.85,47.23,95,144.38,133.77,130.77,108.92,41.92,53.69,228.33,206.22,160.08,,126.31,103.83,61.46,236.69,14.46,31.85,23.38,40.62,2023-06-07
Madhya Pradesh,35.73,26.6,32.25,70.65,126.5,101.05,103.97,87.6,41.21,57.28,188.44,140.85,123.15,116.64,150.58,117.59,44.33,256.82,20.08,17.9,15.55,18.85,2023-06-07
Maharashtra,44.32,36.79,42.05,71.95,132.16,113.79,114.37,96.11,40.95,56.37,185.11,171.11,130.11,115.26,135.68,105.56,50.79,291,23.53,23.89,17.47,20.42,2023-06-07
Meghalaya,33.1,38.4,38.1,79.17,118.63,122,113,92.4,46,72.2,143,135.9,140.75,141.2,178.4,140.2,75,361,23.5,22.7,31.3,38.78,2023-06-07
Mizoram,45.55,40.67,43.2,97.13,115.4,114,117.43,104.3,49.91,74.18,174.67,196.33,174.75,152.55,177.33,130.67,99.57,200,28,36.09,47.55,63.22,2023-06-07
Nagaland,39.92,40.5,48.08,102.83,119.5,121,121.25,99.23,49.69,67.91,180,159.31,206,164.08,171.67,145,78.33,327.08,18.31,28,45.08,50.67,2023-06-07
Odisha,33.61,36.63,39.19,70.04,129.86,104.96,102.36,78.61,42.36,51.93,175.86,145.75,123.12,142.27,125.21,99.32,47.61,283.86,25.61,18.04,19.32,26.43,2023-06-07
Punjab,35.11,24.67,28,74.56,123.89,108.22,105,92.89,41.13,58.5,190.75,117.13,121.38,121.25,158.88,104.29,44.75,265.13,25.5,17.33,21.56,22.67,2023-06-07
Rajasthan,38.1,29.33,32.53,70.6,110,104.17,100.1,90.63,40.8,51.46,184.77,158.07,128.93,147.1,165.92,138,42.4,302.6,19.87,19.27,20.43,22.33,2023-06-07
Sikkim,52.2,36.8,43,81,129,129.6,119.6,104.8,48.6,62.2,,184.8,138,164.25,192.6,,56.4,441.8,19,28.2,31,32.4,2023-06-07
Tamil Nadu,52.05,42.7,49.81,75.52,144.62,126.71,115.57,91.24,40.7,44.15,211.24,194.55,124.76,,118.75,95.62,53.35,290.06,24.3,31.38,23.19,33.1,2023-06-07
Telangana,45.5,37.1,40.8,69,111.4,110.5,104.5,89.5,39.6,62.3,168.7,177.6,119.9,153,146.3,110.2,54.9,299.1,18.4,26.8,24.9,27.8,2023-06-07
Tripura,34.25,,37,73.5,115.67,112.67,105.25,109.75,44.25,69.75,,147,126,140.25,177,113.25,62.25,213,10.5,22.5,25.75,42.75,2023-06-07
Uttar Pradesh,35.6,25.05,31.09,71.37,120.21,109.27,105.93,92.15,41.45,61.36,190.26,146.61,132.56,139.79,162.91,114.95,45.57,244.97,26.27,16.43,20.04,20.08,2023-06-07
Uttarakhand,34,25.75,32.25,80.75,114.5,102.75,109.25,100.75,41.5,62,164.25,147.5,150.5,146.25,158.25,115,48.5,261.75,28,15.75,20.25,19.75,2023-06-07
West Bengal,42.57,29.2,37.17,75.7,123.22,110.91,118.52,106.13,44.87,55.26,203,139.74,115.87,127.3,148.57,104.76,51,284.91,21.3,18.13,21.96,30.26,2023-06-07
Andaman and Nicobar,40.67,40,66.33,84.33,137.67,139.33,127,105.67,53,70.67,224.5,206,200.67,,179,131.33,75,308.33,20.33,43.33,43.33,66,2023-06-08
Andhra Pradesh,54.5,40.5,42.25,71.25,136,121.5,113.75,100.5,42.75,57.75,176.25,187.75,118.25,150,125.5,101,58,352.5,20,28.75,22.75,30.25,2023-06-08
Arunachal pradesh,33.5,42,39,85,124.5,119.25,116.25,101.75,51,70.67,,159.33,153.33,151.67,212.5,,70,311.5,21,24,35.33,46.67,2023-06-08
Assam,38.67,32.27,36.37,74.7,121.67,102.78,109.26,91.78,44.33,69.33,198.17,148.96,140.27,144.04,159.78,113.71,55.81,252.04,13.22,19.26,25.59,30.92,2023-06-08
Bihar,35.89,25.28,32.08,68.39,121.72,108.22,104.75,77.66,42.69,54.31,199,138.17,126.34,135.33,177.67,113.97,45.81,269.36,22.53,16.75,19.42,22.94,2023-06-08
Chandigarh,39,28,34,73,113,108,105,92,42,57,190,173,135,145,178,120,50,270,25,17,25,28,2023-06-08
Chhattisgarh,35.44,33.11,35.67,73.33,117.22,98.67,103.11,86.67,40.56,57.11,192.44,156.89,125.67,134.56,155.44,118.67,46,282.33,22.44,20.22,21.67,19.11,2023-06-08
Delhi,39,28,31,72,140,123,113,92,41,53,222,134,130,126,146,106,53,243,26,22,23,20,2023-06-08
DNH and DD,39,32.33,35,77.33,120.33,120,109.67,103,40.67,56,201.67,164.33,155,155.5,183.33,123,52.33,251,22.67,23,22.5,10,2023-06-08
Goa,42.5,43,41,75.5,146.5,116.5,122,96.5,41,57.5,214,164,146.5,156,130,103,55,315.5,23.5,32,22.5,30,2023-06-08
Gujarat,37.71,32.86,36,77.86,114.71,106.14,101.71,98.57,40.67,56.5,189.43,161.71,146,162.29,164.71,125.29,48.83,326.83,14.33,23,21.29,26.14,2023-06-08
Haryana,40,25.5,32.25,64.75,111.75,98.75,98.5,91.5,42,59,190.75,140.5,136.5,132.25,166.25,112,44.5,236.75,25.5,14.25,19.25,20.25,2023-06-08
Himachal Pradesh,35,21,31.17,70.58,123.08,110.08,107.83,88.5,44.08,52.67,210.5,161.5,142.33,133.7,156.2,120.5,45,262.42,27.5,23.25,25.75,28.92,2023-06-08
Jammu and Kashmir,38.25,29.25,40,84.25,120.75,118.5,116.25,99.25,50.75,51.75,253,168.75,154.25,154,175,139.33,48.25,312.5,25,23.5,25.5,26,2023-06-08
Jharkhand,35.63,30.06,34.05,71.68,121.05,103.68,104.95,81.89,43,56.93,184.92,148.18,125.89,143.29,159.94,113.76,45.29,285.38,24.29,16.44,18.78,24.67,2023-06-08
Karnataka,51.19,40.9,44.74,80.03,130.94,121.71,115.29,99.94,40.13,45.9,180.45,176.71,124.65,144.33,132.65,101.81,49.42,304.19,18.61,27.26,21.32,22.39,2023-06-08
Kerala,49.14,43.57,47,95,145.43,135,130.86,109.29,41.93,53.93,225.57,204.5,159.93,,126.5,103.69,61.14,235.07,14.29,32.07,23.36,41.79,2023-06-08
Madhya Pradesh,35.13,26.05,31.85,70.33,127.03,100.54,102.85,86.74,40.97,57.27,187.22,141.27,121.38,115.54,149.81,116.8,44.03,253.54,19.57,17.95,15.57,19.59,2023-06-08
Maharashtra,44.42,36.95,42.05,72,132.74,114,114.42,96.21,40.95,56.37,185.05,170.89,130.74,115.53,135.47,105.63,50.79,291.16,23.53,24,17.53,20.58,2023-06-08
Meghalaya,33.1,38.3,38,79.17,118.63,122.83,112,92.3,45.8,72.2,143,136.1,141.5,141.4,178.4,140,75,361.3,23.5,22.4,31.6,38.78,2023-06-08
Mizoram,45.6,40.67,43,99.57,124.25,115,115.33,105.33,49.9,74,174.67,203.38,174.75,153.8,177.33,130.67,102.83,208.11,27.8,37.8,49.5,63.56,2023-06-08
Nagaland,38.07,40.38,47.53,99.31,122.5,119.78,121.15,98.07,51.33,69,195,158.67,202,165.53,178.75,151.67,78.13,320.36,18.2,27.53,43.67,49.86,2023-06-08
Odisha,33.61,36.63,39.19,70.07,130,105,102.39,78.54,42.36,51.89,175.86,145.5,123.15,142.45,125.25,99.32,47.61,284.64,25.61,17.89,19.39,26.46,2023-06-08
Puducherry,41,40,34,80,150,123,122,90,38,44,206,169,150,,119,104,45,380,24,25,22,12,2023-06-08
Punjab,35.3,24.8,28.2,74.2,125.7,110,105.7,93.1,41.56,58.11,193.9,127.4,128.8,127.6,160.3,104.13,44.89,268.22,25.78,17.5,21.8,23.4,2023-06-08
Rajasthan,38.7,29.4,32.6,70.43,110.13,104.33,100.1,89.5,40.83,50.74,184.2,158.27,128.93,145.55,164.92,138,42.24,302.55,19.38,18.63,20.07,22.33,2023-06-08
Sikkim,52.2,36.8,43,81,129,129.6,119.6,104.8,48.6,62.2,,184.8,138,164.25,193.4,,56.4,441.8,19,28.2,31,32.4,2023-06-08
Tamil Nadu,52.05,42.65,49.86,75.62,145.81,126.9,115.52,91.43,40.71,44.1,211.14,194.55,124.71,,119.05,95.29,53.62,290.94,24.33,31.38,23.33,32.38,2023-06-08
Telangana,45.6,37.2,41.1,69.6,111.8,110.7,104.6,89.6,39.6,62.3,168.8,178,120,153.17,145.8,109.33,54.9,299.1,18.4,26.8,24.9,28,2023-06-08
Tripura,34.25,,37,73.5,115.67,112.67,105.25,109.75,44.25,69.75,,147,126,139,177,113.25,62.25,213,10.5,23,25.25,42.5,2023-06-08
Uttar Pradesh,35.56,25.05,31.05,71.45,120.79,109.21,106.08,92.04,41.52,61.32,190.4,146.35,132.45,139.56,162.66,114.73,45.71,244.97,26.25,16.48,20.09,20.51,2023-06-08
Uttarakhand,33.75,25.75,32.25,81,114.5,102.5,109.5,99.75,41.5,62,163.25,146.75,151,146.5,158.75,115,48.5,261.5,28,16.25,20.25,19.75,2023-06-08
West Bengal,43,28.89,37.09,74.95,123.36,109.95,118.32,106.59,44.82,55.41,202.91,138.64,116.32,126,147.55,104.71,50.77,280.41,21.59,18.09,21.86,30.68,2023-06-08
Andaman and Nicobar,40.67,40,66.33,84.33,137.67,139.33,127,105.67,53,70.67,224.5,205.67,200.67,,179,131,75,308.33,20.33,43.33,43.33,67.33,2023-06-09
Andhra Pradesh,51.6,40.4,42.2,70,128.8,119.2,113,100.4,41.2,58.2,177.4,201.8,118.6,175,126.4,104.8,57.2,322,20,31.2,22.2,28.4,2023-06-09
Arunachal pradesh,33.5,42,38.5,85.75,124.5,118.75,115.75,101.25,51,70.67,,159.33,153.33,150.33,212.5,,70,311.5,21,24,35.33,46.67,2023-06-09
Assam,38.67,32.55,36.52,74.85,121.74,102.74,108.85,92.26,44.33,68.89,198.17,147.93,140.27,143.54,160.96,115.35,56.56,254.33,13.3,19.11,25.44,30.5,2023-06-09
Bihar,36.08,25.37,32.11,68.13,121.53,107.82,104.89,78.22,42.66,54.37,193.59,138.58,125.59,134.87,175.21,114.32,45.5,271.89,22.03,16.71,19.37,23.26,2023-06-09
Chandigarh,39,28,34,73,113,108,105,92,42,57,190,175,135,145,178,120,50,270,25,17,25,28,2023-06-09
Chhattisgarh,35.67,33,35.89,73.22,117.56,98.89,103.11,86.67,40.75,55.75,196,157.88,125.38,133.63,153.13,115,45.88,278.88,22.5,20.38,21.5,20,2023-06-09
Delhi,39,28,31,72,142,123,113,92,41,53,222,134,130,126,146,106,53,243,26,22,24,20,2023-06-09
DNH and DD,39,32.33,35,77.33,120.33,120,109.67,103,40.67,56,201.67,164.33,155,155.5,183.33,123,52.33,251,22.67,23,22.5,10,2023-06-09
Goa,42,43,41,75.5,146.5,116.5,122,95,41,57.5,214,164,141.5,156,130,101,55,315.5,23.5,32.5,22.5,32,2023-06-09
Gujarat,35.33,32.67,35.33,78,113.33,106.67,99.83,98.67,41,56.33,191.67,166.33,151,170.83,172,126.83,50.17,304.33,13.33,22.5,21.5,25,2023-06-09
Haryana,40,25.5,32.25,64.75,111.75,98.75,98.5,91.5,41.75,58.75,190.5,140.25,136.25,132,166,111.75,44.25,235.5,25.5,14,19,20,2023-06-09
Himachal Pradesh,35,21,31.17,70.58,123.58,110.67,107.83,88.5,44.08,52.67,210.5,161.33,140.33,133.3,156.4,119.25,45,262.17,27.5,23.33,26.08,28.83,2023-06-09
Jammu and Kashmir,38.25,29.25,40,84.25,120.75,118.5,116.25,99.25,50.75,51.75,253,168.75,154.25,154,175,139.33,48.25,312.5,25,23.5,25.5,26,2023-06-09
Jharkhand,35.63,30,34,71.68,121.16,103.63,104.84,81.84,43.06,56.93,184.85,146.06,125.94,140.5,157.24,113.53,45.35,284.88,24.29,16.56,19,24.72,2023-06-09
Karnataka,51.06,41.09,44.78,80.34,131.44,121.91,115.66,100.28,40.25,46.13,181.28,177.47,124.91,144.29,132.34,101.97,49.38,303.38,18.94,27.53,21.63,23.16,2023-06-09
Kerala,49.14,43.5,46.79,94.86,146.79,134.71,130.86,109.29,42,53.93,225.57,204.1,159.93,,125.86,103.15,61,235.07,14.29,31.79,23.36,42.57,2023-06-09
Madhya Pradesh,36.05,26.52,32.27,70.65,127.15,100.75,103.3,87.53,41.2,57.2,189.15,140.53,121.45,116.08,148.95,117.94,44.35,254.57,19.93,17.9,15.65,20.93,2023-06-09
Maharashtra,44.47,36.95,42.05,72,132.79,113.79,114.47,96.11,40.95,56.37,185.11,170.11,131.11,115.21,134.63,105.56,50.95,291.26,23.63,24.11,17.79,20.79,2023-06-09
Meghalaya,33.7,38.2,37.7,78.83,119.88,123.67,113.56,92.5,45.7,72.1,143,134.9,141.5,140.4,178.2,140,75,361.3,23.4,22.4,31,38.78,2023-06-09
Mizoram,45.55,40.67,43,97.13,115.4,114,117.43,104.3,49.91,74.18,174.67,192.13,166.33,152.09,177.33,130.67,99.57,207.6,28,36.45,48.55,63.11,2023-06-09
Nagaland,37.33,40.38,47.53,98.54,122.5,120.33,121.07,98.07,51.33,69,195,158.33,202,165.87,178.75,151.67,77.5,320.71,18.27,27.8,43.33,47.5,2023-06-09
Odisha,33.71,36.68,39.22,70.07,130.36,105.18,102.43,78.86,42.36,51.93,175.86,145.25,122.92,142.27,124.79,98.93,47.61,283.86,25.61,18.07,19.39,26.96,2023-06-09
Punjab,35.3,24.9,28.3,70.8,125.2,109.8,104.6,93,42,57.78,198,129,127.2,124.8,157.9,101.88,47.44,268.89,26.11,17.2,21.8,23,2023-06-09
Rajasthan,38,29.17,32.31,70.38,109.55,103.41,100.62,88.97,40.72,50.63,185.54,156.21,127.19,143.78,165.35,132.5,42.17,306.48,20.24,18.57,19.79,22.14,2023-06-09
Sikkim,52.2,36.8,43,81,129,129.6,119.6,104.8,48.6,62.2,,184.8,138,164.25,193.4,,56.4,441.8,19,28.2,31,32.4,2023-06-09
Tamil Nadu,52.8,42.84,50.35,75.65,146.45,127.35,115.85,91.85,40.8,44.3,209.6,196.53,124.45,,118.85,94.8,53.25,294.31,24.25,31.25,23.7,31.8,2023-06-09
Telangana,45.4,37.2,41,70,113.3,110.7,104.6,89.8,39.7,62.3,168.2,177.7,120.9,153.17,141.9,107,54.9,299.8,18.4,27.4,24.9,29,2023-06-09
Tripura,34.25,,37,73.5,115.67,112.67,105.25,109.75,44.25,69.75,,147,126,139,177,113.25,63,213,10.5,23,25.25,42.5,2023-06-09
Uttar Pradesh,35.62,25.11,31.18,71.45,121.35,109.3,106.16,92.08,41.55,61.35,190.53,146.29,132.37,139.43,162.58,114.62,45.71,245.12,26.27,16.52,20.12,20.69,2023-06-09
Uttarakhand,33.75,25.75,32.25,80.5,114.25,102.25,109.25,100.5,41.25,62,163,145.75,150,146,158,115,48.5,261.5,28.25,16.25,20,19.25,2023-06-09
West Bengal,42.86,29.11,37.33,76.05,122.1,110.9,119.05,107.24,44.95,55.43,204.6,140.19,116.29,128.67,149.43,104.53,50.9,287.76,20.62,18.1,22.05,31.43,2023-06-09
Andaman and Nicobar,40.67,40,66.33,84.33,137.67,139.33,127,105.67,53,70.67,224.5,205.67,200.67,,179,131,75,308.33,20.33,43.33,43.33,67.33,2023-06-10
Andhra Pradesh,51.6,40.4,42.2,70,128.8,119.2,113,100.4,41.2,58.2,177.4,201.8,118.6,175,126.4,104.8,57.2,322,20,31,22.2,28.2,2023-06-10
Arunachal pradesh,33.5,42,38.75,85,124.5,119.25,116.25,101.75,51,71,,159.33,153.33,149.33,212.5,,70,314,21,25,35,46.67,2023-06-10
Assam,38.82,32.08,36.43,74.82,122.25,102.63,108.89,91.86,44.36,69,198.17,148,140.87,144.07,158.63,116.72,56.18,252.32,13.21,19.14,25.57,30.28,2023-06-10
Bihar,36.03,25.54,32.14,68.35,122.19,108.03,104.86,78.59,42.7,54.32,194.63,137.95,126.06,134.76,175.04,114.27,45.68,274.24,21.95,16.7,19.57,23.76,2023-06-10
Chandigarh,39,28,34,73,113,108,105,92,42,57,190,173,135,145,178,120,50,270,25,17,25,28,2023-06-10
Chhattisgarh,34,31.25,34.13,70.88,119.75,98.5,103.63,87.25,40.5,58.25,191.13,153.38,122.25,132.25,153.38,119.75,45,280,22.25,19.88,21.5,20.38,2023-06-10
Delhi,39,28,31,72,143,123,113,92,41,53,222,134,130,126,146,106,53,243,26,22,24,20,2023-06-10
DNH and DD,39,32.33,35,77.33,120.33,120,109.67,103,40.67,56,201.67,164.33,155,155.5,183.33,123,52.33,251,22.67,23,22.5,10,2023-06-10
Goa,42,43,41,75.5,146.5,116.5,122,95,41,57.5,214,164,141.5,156,130,101,55,315.5,23.5,32.5,23,32,2023-06-10
Gujarat,35.33,32.67,35.33,78,113.33,106.67,99.83,98.67,41,56.33,191.83,166.67,151.33,171.17,172.17,127,50.17,304.33,13.33,22.5,21.5,25,2023-06-10
Haryana,40,25.5,32.25,64.75,111.75,98.75,98.5,91.5,41.75,58.75,190.5,140.25,136.25,132,166,111.75,44.25,235.5,25.5,14,19,20,2023-06-10
Himachal Pradesh,35.08,21,31.17,70.33,124,110.67,107.83,88.25,44,52.67,210.5,161.58,140.33,133.3,156.4,119,45,262.58,27.5,23.42,25.67,29,2023-06-10
Jammu and Kashmir,36.67,30,40.67,86.67,125,118.33,118.33,99,51.67,47.67,253,167.67,154.67,149.67,176.67,131,49,314.67,26.67,24,25.67,27.33,2023-06-10
Jharkhand,35.58,30.06,34.11,71.79,122,104.11,104.68,81.89,43.12,56.93,184.85,146.22,125.94,141,157.59,113.35,45.35,285.31,24.29,16.67,19.06,25.11,2023-06-10
Karnataka,51.22,41.28,44.94,80.81,132.16,122.53,115.84,100.78,40.38,46.16,181.75,178,124.94,144.61,132.63,102.5,49.44,303.72,19,27.66,21.72,23.75,2023-06-10
Kerala,48.92,43.62,47,94.92,147.69,134.08,130.83,109.85,42,54.08,225.57,204.1,159.23,,125.15,103.42,61.31,233.23,14.31,32.31,23.62,44.54,2023-06-10
Madhya Pradesh,36.4,26.4,32.15,70.7,127.78,100.9,103.17,86.78,41.03,57.51,190.18,139.7,120.65,114.35,146.18,116.26,44.13,254.9,19.79,18.05,15.72,21.82,2023-06-10
Maharashtra,44.47,36.89,42.16,71.95,133.16,113.95,114.37,96.37,40.84,56.37,185.11,170,131.74,115.42,134.63,105.63,50.89,291.16,23.58,24.11,18.11,21.21,2023-06-10
Meghalaya,33.7,38.2,37.7,78.83,119.88,123.67,113.89,92.7,45.7,72.1,143,134.5,142.75,139.7,177.8,138.6,75,361.3,23.2,22.3,31.4,37.89,2023-06-10
Mizoram,45.63,40,43.71,100,129,120,116.4,106,49.88,76.25,172,201.5,201,148.38,211,141,114,167.17,28.13,37.75,47.13,65,2023-06-10
Nagaland,37.8,40.38,48,98.08,122.92,119.78,120.71,98.07,51.33,69,195,150.38,200,163.07,193.33,172.5,78.13,320.36,17.93,27.8,43,47,2023-06-10
Odisha,33.61,36.74,39.22,70.21,131.07,105.54,102.71,79.04,42.39,51.93,175.86,144.89,122.81,142.55,124.44,98.5,47.61,284.18,25.64,18.14,19.5,27.36,2023-06-10
Puducherry,41,40,34,80,150,123,122,90,38,45,206,169,150,,119,104,46,387,23,25,23,12,2023-06-10
Punjab,35.13,25,28.38,71.75,127.75,110.25,105.88,92.63,42.67,57.83,199.38,126.25,125.38,123.5,159.13,99.83,47.33,267.17,26.17,17.38,21,22.25,2023-06-10
